batch	sub	ses	run	task_kind	task_entity	recording_entity	person	participant	date	session	acq_time	sampling_frequency	n_channels	h5_shape	content	detailed_content	source_session	source_h5	source_wav	mirror_h5	mirror_wav	bids_h5	bids_edf	bids_eeg_json	bids_channels_tsv	bids_wav	bids_beh_json	listening_manifest
yuya-overt-pangolin-v2	sub-01	ses-20250114	run-03	overt	speechopen	recording-vocal_beh	yuya	P01	20250114	session3	2025-01-14T18:11:21	1200	140	4505x1200x140	book	バートルビー 偶然性について	/mnt/ms-nas/shige/yuya/20250114/session3	/mnt/ms-nas/shige/yuya/20250114/session3/EEG_try3_140.h5	/mnt/ms-nas/shige/yuya/20250114/session3/2025-01-14 18-11-21_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250114/session3/EEG_try3_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250114/session3/2025-01-14 18-11-21_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250114/eeg/sub-01_ses-20250114_task-speechopen_acq-pangolin_run-03_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250114/eeg/sub-01_ses-20250114_task-speechopen_acq-pangolin_run-03_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250114/eeg/sub-01_ses-20250114_task-speechopen_acq-pangolin_run-03_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250114/eeg/sub-01_ses-20250114_task-speechopen_acq-pangolin_run-03_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250114/beh/sub-01_ses-20250114_task-speechopen_acq-pangolin_run-03_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250114/beh/sub-01_ses-20250114_task-speechopen_acq-pangolin_run-03_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20250115	run-01	overt	speechopen	recording-vocal_beh	yuya	P01	20250115	session1	2025-01-15T14:02:51	1200	140	4087x1200x140	book	浴槽で発見された手記	/mnt/ms-nas/shige/yuya/20250115/session1	/mnt/ms-nas/shige/yuya/20250115/session1/EEG_try1_140.h5	/mnt/ms-nas/shige/yuya/20250115/session1/2025-01-15 14-02-51_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250115/session1/EEG_try1_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250115/session1/2025-01-15 14-02-51_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-01_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-01_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-01_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-01_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/beh/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/beh/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20250115	run-02	overt	speechopen	recording-vocal_beh	yuya	P01	20250115	session2	2025-01-15T16:34:23	1200	140	1866x1200x140	book	浴槽で発見された手記	/mnt/ms-nas/shige/yuya/20250115/session2	/mnt/ms-nas/shige/yuya/20250115/session2/EEG_try2_140.h5	/mnt/ms-nas/shige/yuya/20250115/session2/2025-01-15 16-34-23_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250115/session2/EEG_try2_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250115/session2/2025-01-15 16-34-23_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-02_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-02_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-02_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-02_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/beh/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/beh/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20250115	run-03	overt	speechopen	recording-vocal_beh	yuya	P01	20250115	session3	2025-01-15T17:15:01	1200	140	791x1200x140	video game	逆転検事	/mnt/ms-nas/shige/yuya/20250115/session3	/mnt/ms-nas/shige/yuya/20250115/session3/EEG_try3_140.h5	/mnt/ms-nas/shige/yuya/20250115/session3/2025-01-15 17-15-01_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250115/session3/EEG_try3_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250115/session3/2025-01-15 17-15-01_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-03_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-03_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-03_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-03_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/beh/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-03_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/beh/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-03_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20250115	run-04	overt	speechopen	recording-vocal_beh	yuya	P01	20250115	session4	2025-01-15T17:54:56	1200	140	4378x1200x140	video game	逆転検事	/mnt/ms-nas/shige/yuya/20250115/session4	/mnt/ms-nas/shige/yuya/20250115/session4/EEG_try4_140.h5	/mnt/ms-nas/shige/yuya/20250115/session4/2025-01-15 17-54-56_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250115/session4/EEG_try4_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250115/session4/2025-01-15 17-54-56_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-04_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-04_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-04_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/eeg/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-04_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/beh/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-04_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250115/beh/sub-01_ses-20250115_task-speechopen_acq-pangolin_run-04_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20250117	run-01	overt	speechopen	recording-vocal_beh	yuya	P01	20250117	session1	2025-01-17T15:46:53	1200	140	3643x1200x140	book	孤独の発明	/mnt/ms-nas/shige/yuya/20250117/session1	/mnt/ms-nas/shige/yuya/20250117/session1/EEG_try1_140.h5	/mnt/ms-nas/shige/yuya/20250117/session1/2025-01-17 15-46-53_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250117/session1/EEG_try1_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250117/session1/2025-01-17 15-46-53_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250117/eeg/sub-01_ses-20250117_task-speechopen_acq-pangolin_run-01_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250117/eeg/sub-01_ses-20250117_task-speechopen_acq-pangolin_run-01_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250117/eeg/sub-01_ses-20250117_task-speechopen_acq-pangolin_run-01_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250117/eeg/sub-01_ses-20250117_task-speechopen_acq-pangolin_run-01_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250117/beh/sub-01_ses-20250117_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250117/beh/sub-01_ses-20250117_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20250117	run-03	overt	speechopen	recording-vocal_beh	yuya	P01	20250117	session3	2025-01-17T18:14:16	1200	140	2179x1200x140	book	孤独の発明	/mnt/ms-nas/shige/yuya/20250117/session3	/mnt/ms-nas/shige/yuya/20250117/session3/EEG_try3_140.h5	/mnt/ms-nas/shige/yuya/20250117/session3/2025-01-17 18-14-16_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250117/session3/EEG_try3_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250117/session3/2025-01-17 18-14-16_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250117/eeg/sub-01_ses-20250117_task-speechopen_acq-pangolin_run-03_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250117/eeg/sub-01_ses-20250117_task-speechopen_acq-pangolin_run-03_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250117/eeg/sub-01_ses-20250117_task-speechopen_acq-pangolin_run-03_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250117/eeg/sub-01_ses-20250117_task-speechopen_acq-pangolin_run-03_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250117/beh/sub-01_ses-20250117_task-speechopen_acq-pangolin_run-03_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250117/beh/sub-01_ses-20250117_task-speechopen_acq-pangolin_run-03_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20250122	run-01	overt	speechopen	recording-vocal_beh	yuya	P01	20250122	session1	2025-01-22T14:32:12	1200	140	1174x1200x140	book	見えない人間の肖像	/mnt/ms-nas/shige/yuya/20250122/session1	/mnt/ms-nas/shige/yuya/20250122/session1/EEG_try1_140.h5	/mnt/ms-nas/shige/yuya/20250122/session1/2025-01-22 14-32-12_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250122/session1/EEG_try1_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250122/session1/2025-01-22 14-32-12_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-01_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-01_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-01_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-01_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/beh/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/beh/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20250122	run-02	overt	speechopen	recording-vocal_beh	yuya	P01	20250122	session2	2025-01-22T15:00:26	1200	140	1172x1200x140	book	見えない人間の肖像	/mnt/ms-nas/shige/yuya/20250122/session2	/mnt/ms-nas/shige/yuya/20250122/session2/EEG_try2_140.h5	/mnt/ms-nas/shige/yuya/20250122/session2/2025-01-22 15-00-26_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250122/session2/EEG_try2_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250122/session2/2025-01-22 15-00-26_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-02_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-02_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-02_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-02_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/beh/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/beh/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20250122	run-04	overt	speechopen	recording-vocal_beh	yuya	P01	20250122	session4	2025-01-22T16:55:43	1200	140	271x1200x140	book	見えない人間の肖像	/mnt/ms-nas/shige/yuya/20250122/session4	/mnt/ms-nas/shige/yuya/20250122/session4/EEG_try4_140.h5	/mnt/ms-nas/shige/yuya/20250122/session4/2025-01-22 16-55-43_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250122/session4/EEG_try4_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250122/session4/2025-01-22 16-55-43_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-04_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-04_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-04_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-04_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/beh/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-04_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/beh/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-04_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20250122	run-05	overt	speechopen	recording-vocal_beh	yuya	P01	20250122	session5	2025-01-22T17:18:24	1200	140	3304x1200x140	book	見えない人間の肖像	/mnt/ms-nas/shige/yuya/20250122/session5	/mnt/ms-nas/shige/yuya/20250122/session5/EEG_try5_140.h5	/mnt/ms-nas/shige/yuya/20250122/session5/2025-01-22 17-18-24_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250122/session5/EEG_try5_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250122/session5/2025-01-22 17-18-24_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-05_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-05_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-05_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/eeg/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-05_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/beh/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-05_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250122/beh/sub-01_ses-20250122_task-speechopen_acq-pangolin_run-05_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20250127	run-01	overt	speechopen	recording-vocal_beh	yuya	P01	20250127	session1	2025-01-27T15:10:18	1200	140	2787x1200x140	video game	逆転検事	/mnt/ms-nas/shige/yuya/20250127/session1	/mnt/ms-nas/shige/yuya/20250127/session1/EEG_try1_140.h5	/mnt/ms-nas/shige/yuya/20250127/session1/2025-01-27 15-10-18_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250127/session1/EEG_try1_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250127/session1/2025-01-27 15-10-18_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/eeg/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-01_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/eeg/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-01_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/eeg/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-01_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/eeg/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-01_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/beh/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/beh/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20250127	run-02	overt	speechopen	recording-vocal_beh	yuya	P01	20250127	session2	2025-01-27T17:17:59	1200	140	3546x1200x140	book	変身	/mnt/ms-nas/shige/yuya/20250127/session2	/mnt/ms-nas/shige/yuya/20250127/session2/EEG_try2_140.h5	/mnt/ms-nas/shige/yuya/20250127/session2/2025-01-27 17-17-59_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250127/session2/EEG_try2_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250127/session2/2025-01-27 17-17-59_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/eeg/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-02_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/eeg/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-02_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/eeg/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-02_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/eeg/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-02_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/beh/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/beh/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20250127	run-03	overt	speechopen	recording-vocal_beh	yuya	P01	20250127	session3	2025-01-27T18:57:59	1200	140	1552x1200x140	book	変身	/mnt/ms-nas/shige/yuya/20250127/session3	/mnt/ms-nas/shige/yuya/20250127/session3/EEG_try3_140.h5	/mnt/ms-nas/shige/yuya/20250127/session3/2025-01-27 18-57-59_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250127/session3/EEG_try3_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250127/session3/2025-01-27 18-57-59_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/eeg/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-03_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/eeg/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-03_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/eeg/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-03_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/eeg/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-03_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/beh/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-03_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250127/beh/sub-01_ses-20250127_task-speechopen_acq-pangolin_run-03_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20250128	run-01	overt	speechopen	recording-vocal_beh	yuya	P01	20250128	session1	2025-01-28T13:39:52	1200	140	2928x1200x140	book	変身	/mnt/ms-nas/shige/yuya/20250128/session1	/mnt/ms-nas/shige/yuya/20250128/session1/EEG_try1_140.h5	/mnt/ms-nas/shige/yuya/20250128/session1/2025-01-28 13-39-52_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250128/session1/EEG_try1_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250128/session1/2025-01-28 13-39-52_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250128/eeg/sub-01_ses-20250128_task-speechopen_acq-pangolin_run-01_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250128/eeg/sub-01_ses-20250128_task-speechopen_acq-pangolin_run-01_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250128/eeg/sub-01_ses-20250128_task-speechopen_acq-pangolin_run-01_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250128/eeg/sub-01_ses-20250128_task-speechopen_acq-pangolin_run-01_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250128/beh/sub-01_ses-20250128_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250128/beh/sub-01_ses-20250128_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20250128	run-02	overt	speechopen	recording-vocal_beh	yuya	P01	20250128	session2	2025-01-28T14:36:53	1200	140	1463x1200x140	book	柄谷行人回想録	/mnt/ms-nas/shige/yuya/20250128/session2	/mnt/ms-nas/shige/yuya/20250128/session2/EEG_try2_140.h5	/mnt/ms-nas/shige/yuya/20250128/session2/2025-01-28 14-36-53_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250128/session2/EEG_try2_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20250128/session2/2025-01-28 14-36-53_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250128/eeg/sub-01_ses-20250128_task-speechopen_acq-pangolin_run-02_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250128/eeg/sub-01_ses-20250128_task-speechopen_acq-pangolin_run-02_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250128/eeg/sub-01_ses-20250128_task-speechopen_acq-pangolin_run-02_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250128/eeg/sub-01_ses-20250128_task-speechopen_acq-pangolin_run-02_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250128/beh/sub-01_ses-20250128_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20250128/beh/sub-01_ses-20250128_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.json	
